Animat,Speed,Size,Population,Day,Meanspeed,Meansize
127,2.0426388,11.631227,153.0,87,2.0601385,11.177776
128,2.1035748,11.623716,153.0,87,2.0601385,11.177776
129,2.0281765,12.0,153.0,87,2.0601385,11.177776
130,2.0426388,11.631227,153.0,87,2.0601385,11.177776
131,2.0,10.862766,153.0,87,2.0601385,11.177776
132,2.0,11.13665,153.0,87,2.0601385,11.177776
133,1.9754931,12.0,153.0,87,2.0601385,11.177776
134,1.9519509,12.987307,153.0,87,2.0601385,11.177776
135,2.0061269,12.001043,153.0,87,2.0601385,11.177776
136,2.1035748,10.992805,153.0,87,2.0601385,11.177776
137,2.1035748,11.130465,153.0,87,2.0601385,11.177776
138,2.160722,12.055791,153.0,87,2.0601385,11.177776
139,2.1035748,12.087232,153.0,87,2.0601385,11.177776
140,2.0793126,10.862766,153.0,87,2.0601385,11.177776
141,2.1035748,11.130465,153.0,87,2.0601385,11.177776
142,2.1323817,11.130465,153.0,87,2.0601385,11.177776
143,2.0,11.042962,153.0,87,2.0601385,11.177776
144,2.1035748,11.130465,153.0,87,2.0601385,11.177776
145,2.1035748,10.756367,153.0,87,2.0601385,11.177776
146,2.1035748,11.130465,153.0,87,2.0601385,11.177776
147,2.1035748,11.536876,153.0,87,2.0601385,11.177776
148,2.0,10.952226,153.0,87,2.0601385,11.177776
149,2.1035748,11.130465,153.0,87,2.0601385,11.177776
150,1.9754931,12.0,153.0,87,2.0601385,11.177776
151,2.0230327,11.042962,153.0,87,2.0601385,11.177776
152,2.0306056,11.13665,153.0,87,2.0601385,11.177776
0,2.1035748,11.130465,146.0,88,2.0591023,11.210124
1,2.0,11.042962,146.0,88,2.0591023,11.210124
2,2.0306056,11.13665,146.0,88,2.0591023,11.210124
3,2.0,11.13665,146.0,88,2.0591023,11.210124
4,2.0,10.862766,146.0,88,2.0591023,11.210124
5,2.1035748,11.130465,146.0,88,2.0591023,11.210124
6,2.0472457,11.13665,146.0,88,2.0591023,11.210124
7,2.1035748,11.130465,146.0,88,2.0591023,11.210124
8,2.0,11.042962,146.0,88,2.0591023,11.210124
9,2.1035748,11.130465,146.0,88,2.0591023,11.210124
10,2.0919669,11.029911,146.0,88,2.0591023,11.210124
11,1.9429923,11.13665,146.0,88,2.0591023,11.210124
12,2.0,10.952226,146.0,88,2.0591023,11.210124
13,2.1035748,11.130465,146.0,88,2.0591023,11.210124
14,2.1035748,10.756367,146.0,88,2.0591023,11.210124
15,2.1035748,11.130465,146.0,88,2.0591023,11.210124
16,2.1035748,11.130465,146.0,88,2.0591023,11.210124
17,2.1323817,11.130465,146.0,88,2.0591023,11.210124
18,2.1035748,11.130465,146.0,88,2.0591023,11.210124
19,1.9429923,11.13665,146.0,88,2.0591023,11.210124
20,2.1035748,10.992805,146.0,88,2.0591023,11.210124
21,2.1035748,11.130465,146.0,88,2.0591023,11.210124
22,2.0472457,11.13665,146.0,88,2.0591023,11.210124
23,2.0793126,10.862766,146.0,88,2.0591023,11.210124
24,2.1035748,11.130465,146.0,88,2.0591023,11.210124
25,2.1035748,10.478677,146.0,88,2.0591023,11.210124
26,2.160722,12.055791,146.0,88,2.0591023,11.210124
27,2.0,11.042962,146.0,88,2.0591023,11.210124
28,2.0230327,11.042962,146.0,88,2.0591023,11.210124
29,2.1035748,11.130465,146.0,88,2.0591023,11.210124
30,2.0793126,10.862766,146.0,88,2.0591023,11.210124
31,2.0671794,11.631227,146.0,88,2.0591023,11.210124
32,2.0,10.3927145,146.0,88,2.0591023,11.210124
33,2.1035748,11.130465,146.0,88,2.0591023,11.210124
34,2.1035748,10.992805,146.0,88,2.0591023,11.210124
35,2.0,10.862766,146.0,88,2.0591023,11.210124
36,2.0,10.3927145,146.0,88,2.0591023,11.210124
37,2.0061269,11.130465,146.0,88,2.0591023,11.210124
38,2.0,10.952226,146.0,88,2.0591023,11.210124
39,2.0511248,12.987307,146.0,88,2.0591023,11.210124
40,1.9754931,12.0,146.0,88,2.0591023,11.210124
41,2.0472457,11.13665,146.0,88,2.0591023,11.210124
42,2.0306056,11.13665,146.0,88,2.0591023,11.210124
43,2.1136737,12.0,146.0,88,2.0591023,11.210124
44,2.0,10.862766,146.0,88,2.0591023,11.210124
45,2.0,10.3927145,146.0,88,2.0591023,11.210124
46,2.1035748,11.130465,146.0,88,2.0591023,11.210124
47,2.0,10.862766,146.0,88,2.0591023,11.210124
48,2.0426388,11.631227,146.0,88,2.0591023,11.210124
49,2.0671794,11.631227,146.0,88,2.0591023,11.210124
50,2.1035748,11.130465,146.0,88,2.0591023,11.210124
51,2.1035748,11.130465,146.0,88,2.0591023,11.210124
52,1.977377,10.952226,146.0,88,2.0591023,11.210124
53,2.1035748,10.756367,146.0,88,2.0591023,11.210124
54,2.1035748,11.130465,146.0,88,2.0591023,11.210124
55,2.1035748,11.130465,146.0,88,2.0591023,11.210124
56,2.0426388,11.631227,146.0,88,2.0591023,11.210124
57,2.1035748,10.756367,146.0,88,2.0591023,11.210124
58,2.1035748,11.130465,146.0,88,2.0591023,11.210124
59,2.0426388,11.631227,146.0,88,2.0591023,11.210124
60,2.1035748,11.130465,146.0,88,2.0591023,11.210124
61,2.0,10.3927145,146.0,88,2.0591023,11.210124
62,2.1035748,11.130465,146.0,88,2.0591023,11.210124
63,2.1323817,11.130465,146.0,88,2.0591023,11.210124
64,2.0720024,11.130465,146.0,88,2.0591023,11.210124
65,2.1323817,11.130465,146.0,88,2.0591023,11.210124
66,2.0,11.042962,146.0,88,2.0591023,11.210124
67,2.0472457,11.13665,146.0,88,2.0591023,11.210124
68,2.0,10.862766,146.0,88,2.0591023,11.210124
69,2.0,10.862766,146.0,88,2.0591023,11.210124
70,2.1035748,11.130465,146.0,88,2.0591023,11.210124
71,2.0472457,11.13665,146.0,88,2.0591023,11.210124
72,2.0061269,11.588607,146.0,88,2.0591023,11.210124
73,2.0,10.3927145,146.0,88,2.0591023,11.210124
74,2.1035748,11.130465,146.0,88,2.0591023,11.210124
75,2.0511248,12.987307,146.0,88,2.0591023,11.210124
76,2.0,10.348033,146.0,88,2.0591023,11.210124
77,2.0671794,11.631227,146.0,88,2.0591023,11.210124
78,2.0919669,11.029911,146.0,88,2.0591023,11.210124
79,2.1035748,11.130465,146.0,88,2.0591023,11.210124
80,2.0,11.042962,146.0,88,2.0591023,11.210124
81,2.1323817,11.130465,146.0,88,2.0591023,11.210124
82,2.1035748,10.992805,146.0,88,2.0591023,11.210124
83,2.0,10.862766,146.0,88,2.0591023,11.210124
84,2.0472457,11.13665,146.0,88,2.0591023,11.210124
85,2.0,11.042962,146.0,88,2.0591023,11.210124
86,2.1035748,11.130465,146.0,88,2.0591023,11.210124
87,2.1323817,11.130465,146.0,88,2.0591023,11.210124
88,2.0426388,11.631227,146.0,88,2.0591023,11.210124
89,2.1035748,11.623716,146.0,88,2.0591023,11.210124
90,2.0281765,12.0,146.0,88,2.0591023,11.210124
91,2.0426388,11.631227,146.0,88,2.0591023,11.210124
92,2.0,10.862766,146.0,88,2.0591023,11.210124
93,1.9519509,12.987307,146.0,88,2.0591023,11.210124
94,2.0061269,12.001043,146.0,88,2.0591023,11.210124
95,2.1035748,10.992805,146.0,88,2.0591023,11.210124
96,2.1035748,11.130465,146.0,88,2.0591023,11.210124
97,2.1035748,12.087232,146.0,88,2.0591023,11.210124
98,2.0793126,10.862766,146.0,88,2.0591023,11.210124
99,2.1323817,11.130465,146.0,88,2.0591023,11.210124
100,2.0,11.042962,146.0,88,2.0591023,11.210124
101,2.1035748,10.756367,146.0,88,2.0591023,11.210124
102,2.1035748,11.536876,146.0,88,2.0591023,11.210124
103,2.0,10.952226,146.0,88,2.0591023,11.210124
104,2.1035748,11.130465,146.0,88,2.0591023,11.210124
105,1.9754931,12.0,146.0,88,2.0591023,11.210124
106,2.0230327,11.042962,146.0,88,2.0591023,11.210124
107,2.0306056,11.13665,146.0,88,2.0591023,11.210124
108,2.0,10.952226,146.0,88,2.0591023,11.210124
109,2.1805584,11.130465,146.0,88,2.0591023,11.210124
110,2.1035748,12.087232,146.0,88,2.0591023,11.210124
111,2.1035748,10.992805,146.0,88,2.0591023,11.210124
112,2.0061269,12.001043,146.0,88,2.0591023,11.210124
113,1.9519509,12.987307,146.0,88,2.0591023,11.210124
114,2.0,10.862766,146.0,88,2.0591023,11.210124
115,2.0426388,11.631227,146.0,88,2.0591023,11.210124
116,2.1035748,11.623716,146.0,88,2.0591023,11.210124
117,2.0426388,11.631227,146.0,88,2.0591023,11.210124
118,2.1323817,10.833303,146.0,88,2.0591023,11.210124
119,2.1035748,10.992805,146.0,88,2.0591023,11.210124
120,2.0671794,11.631227,146.0,88,2.0591023,11.210124
121,2.0511248,12.987307,146.0,88,2.0591023,11.210124
122,2.1035748,11.130465,146.0,88,2.0591023,11.210124
123,2.1035748,11.130465,146.0,88,2.0591023,11.210124
124,2.0,11.042962,146.0,88,2.0591023,11.210124
125,2.0,10.3927145,146.0,88,2.0591023,11.210124
126,2.0426388,11.631227,146.0,88,2.0591023,11.210124
127,2.1035748,11.130465,146.0,88,2.0591023,11.210124
128,2.1035748,10.756367,146.0,88,2.0591023,11.210124
129,2.1035748,11.130465,146.0,88,2.0591023,11.210124
130,2.1035748,11.130465,146.0,88,2.0591023,11.210124
131,2.1035748,10.756367,146.0,88,2.0591023,11.210124
132,2.0671794,11.631227,146.0,88,2.0591023,11.210124
133,2.0,10.952226,146.0,88,2.0591023,11.210124
134,2.0,10.3927145,146.0,88,2.0591023,11.210124
135,2.0671794,11.631227,146.0,88,2.0591023,11.210124
136,2.0230327,11.042962,146.0,88,2.0591023,11.210124
137,2.0,11.042962,146.0,88,2.0591023,11.210124
138,2.160722,12.055791,146.0,88,2.0591023,11.210124
139,2.1035748,11.130465,146.0,88,2.0591023,11.210124
140,1.9429923,11.13665,146.0,88,2.0591023,11.210124
141,2.1035748,11.130465,146.0,88,2.0591023,11.210124
142,2.1035748,11.130465,146.0,88,2.0591023,11.210124
143,2.0,11.042962,146.0,88,2.0591023,11.210124
144,2.0472457,11.13665,146.0,88,2.0591023,11.210124
145,2.1035748,11.130465,146.0,88,2.0591023,11.210124
0,2.1035748,11.130465,139.0,89,2.0616052,11.15467
1,2.0306056,11.13665,139.0,89,2.0616052,11.15467
2,2.0,11.13665,139.0,89,2.0616052,11.15467
3,2.0,10.862766,139.0,89,2.0616052,11.15467
4,2.1035748,11.130465,139.0,89,2.0616052,11.15467
5,2.0472457,11.13665,139.0,89,2.0616052,11.15467
6,2.1035748,11.130465,139.0,89,2.0616052,11.15467
7,2.0,11.042962,139.0,89,2.0616052,11.15467
8,2.1035748,11.130465,139.0,89,2.0616052,11.15467
9,2.0919669,11.029911,139.0,89,2.0616052,11.15467
10,1.9429923,11.13665,139.0,89,2.0616052,11.15467
11,2.0,10.952226,139.0,89,2.0616052,11.15467
12,2.1035748,11.130465,139.0,89,2.0616052,11.15467
13,2.1035748,10.756367,139.0,89,2.0616052,11.15467
14,2.1035748,11.130465,139.0,89,2.0616052,11.15467
15,2.1323817,11.130465,139.0,89,2.0616052,11.15467
16,2.1035748,10.992805,139.0,89,2.0616052,11.15467
17,2.0472457,11.13665,139.0,89,2.0616052,11.15467
18,2.0793126,10.862766,139.0,89,2.0616052,11.15467
19,2.1035748,11.130465,139.0,89,2.0616052,11.15467
20,2.160722,12.055791,139.0,89,2.0616052,11.15467
21,2.0,11.042962,139.0,89,2.0616052,11.15467
22,2.0230327,11.042962,139.0,89,2.0616052,11.15467
23,2.1035748,11.130465,139.0,89,2.0616052,11.15467
24,2.0671794,11.631227,139.0,89,2.0616052,11.15467
25,2.0,10.3927145,139.0,89,2.0616052,11.15467
26,2.1035748,11.130465,139.0,89,2.0616052,11.15467
27,2.1035748,10.992805,139.0,89,2.0616052,11.15467
28,2.0,10.3927145,139.0,89,2.0616052,11.15467
29,2.0061269,11.130465,139.0,89,2.0616052,11.15467
30,2.0,10.952226,139.0,89,2.0616052,11.15467
31,1.9754931,12.0,139.0,89,2.0616052,11.15467
32,2.0472457,11.13665,139.0,89,2.0616052,11.15467
33,2.1136737,12.0,139.0,89,2.0616052,11.15467
34,2.0,10.862766,139.0,89,2.0616052,11.15467
35,2.0,10.3927145,139.0,89,2.0616052,11.15467
36,2.1035748,11.130465,139.0,89,2.0616052,11.15467
37,2.0,10.862766,139.0,89,2.0616052,11.15467
38,2.0426388,11.631227,139.0,89,2.0616052,11.15467
39,2.1035748,11.130465,139.0,89,2.0616052,11.15467
40,2.1035748,11.130465,139.0,89,2.0616052,11.15467
41,1.977377,10.952226,139.0,89,2.0616052,11.15467
42,2.1035748,10.756367,139.0,89,2.0616052,11.15467
43,2.1035748,11.130465,139.0,89,2.0616052,11.15467
44,2.0426388,11.631227,139.0,89,2.0616052,11.15467
45,2.1035748,10.756367,139.0,89,2.0616052,11.15467
46,2.1035748,11.130465,139.0,89,2.0616052,11.15467
47,2.0426388,11.631227,139.0,89,2.0616052,11.15467
48,2.1035748,11.130465,139.0,89,2.0616052,11.15467
49,2.1035748,11.130465,139.0,89,2.0616052,11.15467
50,2.1323817,11.130465,139.0,89,2.0616052,11.15467
51,2.1323817,11.130465,139.0,89,2.0616052,11.15467
52,2.0,11.042962,139.0,89,2.0616052,11.15467
53,2.0472457,11.13665,139.0,89,2.0616052,11.15467
54,2.0,10.862766,139.0,89,2.0616052,11.15467
55,2.0,10.862766,139.0,89,2.0616052,11.15467
56,2.1035748,11.130465,139.0,89,2.0616052,11.15467
57,2.0472457,11.13665,139.0,89,2.0616052,11.15467
58,2.0061269,11.588607,139.0,89,2.0616052,11.15467
59,2.0,10.3927145,139.0,89,2.0616052,11.15467
60,2.1035748,11.130465,139.0,89,2.0616052,11.15467
61,2.0,10.348033,139.0,89,2.0616052,11.15467
62,2.1035748,11.130465,139.0,89,2.0616052,11.15467
63,2.1323817,11.130465,139.0,89,2.0616052,11.15467
64,2.0,10.862766,139.0,89,2.0616052,11.15467
65,2.1035748,11.130465,139.0,89,2.0616052,11.15467
66,2.1323817,11.130465,139.0,89,2.0616052,11.15467
67,2.0281765,12.0,139.0,89,2.0616052,11.15467
68,2.0,10.862766,139.0,89,2.0616052,11.15467
69,1.9519509,12.987307,139.0,89,2.0616052,11.15467
70,2.1035748,11.130465,139.0,89,2.0616052,11.15467
71,2.1323817,11.130465,139.0,89,2.0616052,11.15467
72,2.0,11.042962,139.0,89,2.0616052,11.15467
73,2.1035748,10.756367,139.0,89,2.0616052,11.15467
74,2.0,10.952226,139.0,89,2.0616052,11.15467
75,2.1035748,11.130465,139.0,89,2.0616052,11.15467
76,2.0,10.952226,139.0,89,2.0616052,11.15467
77,2.1805584,11.130465,139.0,89,2.0616052,11.15467
78,2.1035748,12.087232,139.0,89,2.0616052,11.15467
79,2.1035748,10.992805,139.0,89,2.0616052,11.15467
80,2.0061269,12.001043,139.0,89,2.0616052,11.15467
81,2.0426388,11.631227,139.0,89,2.0616052,11.15467
82,2.1035748,11.623716,139.0,89,2.0616052,11.15467
83,2.0426388,11.631227,139.0,89,2.0616052,11.15467
84,2.1323817,10.833303,139.0,89,2.0616052,11.15467
85,2.1035748,10.992805,139.0,89,2.0616052,11.15467
86,2.0671794,11.631227,139.0,89,2.0616052,11.15467
87,2.0511248,12.987307,139.0,89,2.0616052,11.15467
88,2.1035748,11.130465,139.0,89,2.0616052,11.15467
89,2.0,11.042962,139.0,89,2.0616052,11.15467
90,2.0,10.3927145,139.0,89,2.0616052,11.15467
91,2.0426388,11.631227,139.0,89,2.0616052,11.15467
92,2.1035748,11.130465,139.0,89,2.0616052,11.15467
93,2.1035748,11.130465,139.0,89,2.0616052,11.15467
94,2.1035748,10.756367,139.0,89,2.0616052,11.15467
95,2.0,10.952226,139.0,89,2.0616052,11.15467
96,2.0230327,11.042962,139.0,89,2.0616052,11.15467
97,2.0,11.042962,139.0,89,2.0616052,11.15467
98,2.1035748,11.130465,139.0,89,2.0616052,11.15467
99,1.9429923,11.13665,139.0,89,2.0616052,11.15467
100,2.1035748,11.130465,139.0,89,2.0616052,11.15467
101,2.1035748,11.130465,139.0,89,2.0616052,11.15467
102,2.0,11.042962,139.0,89,2.0616052,11.15467
103,2.0472457,11.13665,139.0,89,2.0616052,11.15467
104,2.1035748,11.130465,139.0,89,2.0616052,11.15467
105,2.1035748,11.130465,139.0,89,2.0616052,11.15467
106,2.1035748,11.130465,139.0,89,2.0616052,11.15467
107,2.0,11.042962,139.0,89,2.0616052,11.15467
108,2.0230327,11.348546,139.0,89,2.0616052,11.15467
109,2.0,10.952226,139.0,89,2.0616052,11.15467
110,2.0,10.3927145,139.0,89,2.0616052,11.15467
111,2.0,11.042962,139.0,89,2.0616052,11.15467
112,2.0511248,12.987307,139.0,89,2.0616052,11.15467
113,2.1035748,10.058585,139.0,89,2.0616052,11.15467
114,2.1035748,11.623716,139.0,89,2.0616052,11.15467
115,2.0426388,11.631227,139.0,89,2.0616052,11.15467
116,2.0061269,12.001043,139.0,89,2.0616052,11.15467
117,2.1177244,12.087232,139.0,89,2.0616052,11.15467
118,2.0,10.952226,139.0,89,2.0616052,11.15467
119,2.1035748,11.130465,139.0,89,2.0616052,11.15467
120,2.1035748,10.394097,139.0,89,2.0616052,11.15467
121,2.0,10.348033,139.0,89,2.0616052,11.15467
122,2.1035748,11.130465,139.0,89,2.0616052,11.15467
123,2.0472457,11.13665,139.0,89,2.0616052,11.15467
124,2.1035748,11.130465,139.0,89,2.0616052,11.15467
125,2.0472457,11.13665,139.0,89,2.0616052,11.15467
126,2.1323817,11.130465,139.0,89,2.0616052,11.15467
127,2.1035748,11.130465,139.0,89,2.0616052,11.15467
128,2.1035748,11.130465,139.0,89,2.0616052,11.15467
129,2.1035748,11.130465,139.0,89,2.0616052,11.15467
130,2.1035748,11.130465,139.0,89,2.0616052,11.15467
131,2.1035748,11.130465,139.0,89,2.0616052,11.15467
132,2.1035748,10.992805,139.0,89,2.0616052,11.15467
133,2.1035748,11.130465,139.0,89,2.0616052,11.15467
134,2.0,11.042962,139.0,89,2.0616052,11.15467
135,2.0,10.952226,139.0,89,2.0616052,11.15467
136,2.0,11.042962,139.0,89,2.0616052,11.15467
137,2.1035748,11.130465,139.0,89,2.0616052,11.15467
138,2.1035748,11.130465,139.0,89,2.0616052,11.15467
0,2.1035748,11.130465,148.0,90,2.0647466,11.17117
1,2.0306056,11.13665,148.0,90,2.0647466,11.17117
2,2.0,11.13665,148.0,90,2.0647466,11.17117
3,2.0,10.862766,148.0,90,2.0647466,11.17117
4,2.1035748,11.130465,148.0,90,2.0647466,11.17117
5,2.0472457,11.13665,148.0,90,2.0647466,11.17117
6,2.1035748,11.130465,148.0,90,2.0647466,11.17117
7,2.0,11.042962,148.0,90,2.0647466,11.17117
8,2.1035748,11.130465,148.0,90,2.0647466,11.17117
9,2.0919669,11.029911,148.0,90,2.0647466,11.17117
10,1.9429923,11.13665,148.0,90,2.0647466,11.17117
11,2.1035748,11.130465,148.0,90,2.0647466,11.17117
12,2.1035748,10.756367,148.0,90,2.0647466,11.17117
13,2.1323817,11.130465,148.0,90,2.0647466,11.17117
14,2.1035748,10.992805,148.0,90,2.0647466,11.17117
15,2.0472457,11.13665,148.0,90,2.0647466,11.17117
16,2.0793126,10.862766,148.0,90,2.0647466,11.17117
17,2.1035748,11.130465,148.0,90,2.0647466,11.17117
18,2.160722,12.055791,148.0,90,2.0647466,11.17117
19,2.0,11.042962,148.0,90,2.0647466,11.17117
20,2.0230327,11.042962,148.0,90,2.0647466,11.17117
21,2.0671794,11.631227,148.0,90,2.0647466,11.17117
22,2.0,10.3927145,148.0,90,2.0647466,11.17117
23,2.1035748,11.130465,148.0,90,2.0647466,11.17117
24,2.1035748,10.992805,148.0,90,2.0647466,11.17117
25,2.0,10.3927145,148.0,90,2.0647466,11.17117
26,2.0061269,11.130465,148.0,90,2.0647466,11.17117
27,2.0,10.952226,148.0,90,2.0647466,11.17117
28,2.0472457,11.13665,148.0,90,2.0647466,11.17117
29,2.1136737,12.0,148.0,90,2.0647466,11.17117
30,2.0,10.862766,148.0,90,2.0647466,11.17117
31,2.0,10.3927145,148.0,90,2.0647466,11.17117
32,2.1035748,11.130465,148.0,90,2.0647466,11.17117
33,2.0,10.862766,148.0,90,2.0647466,11.17117
34,2.0426388,11.631227,148.0,90,2.0647466,11.17117
35,2.1035748,11.130465,148.0,90,2.0647466,11.17117
36,2.1035748,11.130465,148.0,90,2.0647466,11.17117
37,1.977377,10.952226,148.0,90,2.0647466,11.17117
38,2.1035748,10.756367,148.0,90,2.0647466,11.17117
39,2.1035748,11.130465,148.0,90,2.0647466,11.17117
40,2.1035748,10.756367,148.0,90,2.0647466,11.17117
41,2.0426388,11.631227,148.0,90,2.0647466,11.17117
42,2.1035748,11.130465,148.0,90,2.0647466,11.17117
43,2.1323817,11.130465,148.0,90,2.0647466,11.17117
44,2.0,11.042962,148.0,90,2.0647466,11.17117
45,2.0472457,11.13665,148.0,90,2.0647466,11.17117
46,2.0,10.862766,148.0,90,2.0647466,11.17117
47,2.1035748,11.130465,148.0,90,2.0647466,11.17117
48,2.0472457,11.13665,148.0,90,2.0647466,11.17117
49,2.0061269,11.588607,148.0,90,2.0647466,11.17117
50,2.1035748,11.130465,148.0,90,2.0647466,11.17117
51,2.0,10.348033,148.0,90,2.0647466,11.17117
52,2.1035748,11.130465,148.0,90,2.0647466,11.17117
53,2.1323817,11.130465,148.0,90,2.0647466,11.17117
54,2.0,10.862766,148.0,90,2.0647466,11.17117
55,2.1035748,11.130465,148.0,90,2.0647466,11.17117
56,2.1323817,11.130465,148.0,90,2.0647466,11.17117
57,2.0281765,12.0,148.0,90,2.0647466,11.17117
58,1.9519509,12.987307,148.0,90,2.0647466,11.17117
59,2.1035748,11.130465,148.0,90,2.0647466,11.17117
60,2.1323817,11.130465,148.0,90,2.0647466,11.17117
61,2.0,11.042962,148.0,90,2.0647466,11.17117
62,2.1035748,10.756367,148.0,90,2.0647466,11.17117
63,2.0,10.952226,148.0,90,2.0647466,11.17117
64,2.1805584,11.130465,148.0,90,2.0647466,11.17117
65,2.0061269,12.001043,148.0,90,2.0647466,11.17117
66,2.0426388,11.631227,148.0,90,2.0647466,11.17117
67,2.1035748,11.623716,148.0,90,2.0647466,11.17117
68,2.0426388,11.631227,148.0,90,2.0647466,11.17117
69,2.1323817,10.833303,148.0,90,2.0647466,11.17117
70,2.1035748,10.992805,148.0,90,2.0647466,11.17117
71,2.0511248,12.987307,148.0,90,2.0647466,11.17117
72,2.0,10.3927145,148.0,90,2.0647466,11.17117
73,2.1035748,11.130465,148.0,90,2.0647466,11.17117
74,2.1035748,10.756367,148.0,90,2.0647466,11.17117
75,2.0,10.952226,148.0,90,2.0647466,11.17117
76,2.0230327,11.042962,148.0,90,2.0647466,11.17117
77,2.1035748,11.130465,148.0,90,2.0647466,11.17117
78,2.1035748,11.130465,148.0,90,2.0647466,11.17117
79,2.1035748,11.130465,148.0,90,2.0647466,11.17117
80,2.0,11.042962,148.0,90,2.0647466,11.17117
81,2.0472457,11.13665,148.0,90,2.0647466,11.17117
82,2.1035748,11.130465,148.0,90,2.0647466,11.17117
83,2.1035748,11.130465,148.0,90,2.0647466,11.17117
84,2.0,11.042962,148.0,90,2.0647466,11.17117
85,2.0230327,11.348546,148.0,90,2.0647466,11.17117
86,2.0,10.3927145,148.0,90,2.0647466,11.17117
87,2.0,11.042962,148.0,90,2.0647466,11.17117
88,2.0511248,12.987307,148.0,90,2.0647466,11.17117
89,2.1035748,11.623716,148.0,90,2.0647466,11.17117
90,2.0426388,11.631227,148.0,90,2.0647466,11.17117
91,2.0061269,12.001043,148.0,90,2.0647466,11.17117
92,2.1177244,12.087232,148.0,90,2.0647466,11.17117
93,2.0,10.952226,148.0,90,2.0647466,11.17117
94,2.1035748,11.130465,148.0,90,2.0647466,11.17117
95,2.1035748,10.394097,148.0,90,2.0647466,11.17117
96,2.1035748,11.130465,148.0,90,2.0647466,11.17117
97,2.0472457,11.13665,148.0,90,2.0647466,11.17117
98,2.1035748,11.130465,148.0,90,2.0647466,11.17117
99,2.0472457,11.13665,148.0,90,2.0647466,11.17117
100,2.1323817,11.130465,148.0,90,2.0647466,11.17117
101,2.1035748,11.130465,148.0,90,2.0647466,11.17117
102,2.1035748,11.130465,148.0,90,2.0647466,11.17117
103,2.1035748,10.992805,148.0,90,2.0647466,11.17117
104,2.1035748,11.130465,148.0,90,2.0647466,11.17117
105,2.0,11.042962,148.0,90,2.0647466,11.17117
106,2.0,10.952226,148.0,90,2.0647466,11.17117
107,2.0,11.042962,148.0,90,2.0647466,11.17117
108,2.1035748,11.130465,148.0,90,2.0647466,11.17117
109,2.1035748,11.130465,148.0,90,2.0647466,11.17117
110,2.1035748,11.130465,148.0,90,2.0647466,11.17117
111,2.1035748,10.992805,148.0,90,2.0647466,11.17117
112,2.1035748,11.130465,148.0,90,2.0647466,11.17117
113,2.1035748,11.130465,148.0,90,2.0647466,11.17117
114,2.0472457,11.13665,148.0,90,2.0647466,11.17117
115,2.0472457,11.13665,148.0,90,2.0647466,11.17117
116,2.16857,11.623716,148.0,90,2.0647466,11.17117
117,2.0511248,12.987307,148.0,90,2.0647466,11.17117
118,2.0,11.042962,148.0,90,2.0647466,11.17117
119,2.0,10.3927145,148.0,90,2.0647466,11.17117
120,2.0230327,11.348546,148.0,90,2.0647466,11.17117
121,2.1035748,11.130465,148.0,90,2.0647466,11.17117
122,2.1035748,10.756367,148.0,90,2.0647466,11.17117
123,2.1035748,11.130465,148.0,90,2.0647466,11.17117
124,2.0426388,11.631227,148.0,90,2.0647466,11.17117
125,2.1035748,11.623716,148.0,90,2.0647466,11.17117
126,2.0426388,11.631227,148.0,90,2.0647466,11.17117
127,2.0061269,12.001043,148.0,90,2.0647466,11.17117
128,2.1035748,10.756367,148.0,90,2.0647466,11.17117
129,2.0281765,12.0,148.0,90,2.0647466,11.17117
130,2.1323817,11.130465,148.0,90,2.0647466,11.17117
131,2.0,10.348033,148.0,90,2.0647466,11.17117
132,2.0472457,11.13665,148.0,90,2.0647466,11.17117
133,2.1323817,11.130465,148.0,90,2.0647466,11.17117
134,2.0426388,11.631227,148.0,90,2.0647466,11.17117
135,2.1035748,10.756367,148.0,90,2.0647466,11.17117
136,2.1035748,11.130465,148.0,90,2.0647466,11.17117
137,2.0426388,10.964416,148.0,90,2.0647466,11.17117
138,2.0472457,11.13665,148.0,90,2.0647466,11.17117
139,2.0061269,11.130465,148.0,90,2.0647466,11.17117
140,2.0,10.3927145,148.0,90,2.0647466,11.17117
141,2.1035748,10.992805,148.0,90,2.0647466,11.17117
142,2.1035748,11.130465,148.0,90,2.0647466,11.17117
143,2.0793126,10.862766,148.0,90,2.0647466,11.17117
144,2.1035748,10.992805,148.0,90,2.0647466,11.17117
145,2.1323817,11.130465,148.0,90,2.0647466,11.17117
146,2.1035748,11.130465,148.0,90,2.0647466,11.17117
147,2.0,11.13665,148.0,90,2.0647466,11.17117
0,2.1035748,11.130465,156.0,91,2.0671484,11.142366
1,2.0306056,11.13665,156.0,91,2.0671484,11.142366
2,2.0,11.13665,156.0,91,2.0671484,11.142366
3,2.0,10.862766,156.0,91,2.0671484,11.142366
4,2.0472457,11.13665,156.0,91,2.0671484,11.142366
5,2.1035748,11.130465,156.0,91,2.0671484,11.142366
6,2.0,11.042962,156.0,91,2.0671484,11.142366
7,2.1035748,11.130465,156.0,91,2.0671484,11.142366
8,2.1035748,11.130465,156.0,91,2.0671484,11.142366
9,2.1035748,10.756367,156.0,91,2.0671484,11.142366
10,2.1323817,11.130465,156.0,91,2.0671484,11.142366
11,2.1035748,10.992805,156.0,91,2.0671484,11.142366
12,2.0793126,10.862766,156.0,91,2.0671484,11.142366
